,city
1322,    Thonon-les-Bains 
1323,    Grenoble 
1324,    Gap 
1325,    Carpentras 
1326,    Montpellier 
1327,    Toulouse 
1328,    Saint-Gaudens 
1329,    Bagnères-de-Bigorre 
1330,    Mourenx 
1331,    Bordeaux 
1332,    Ruffec 
1333,     
1334,    Versailles 
1335,
1336,    Limoges 
1337,    Limoges 
1338,    Roubaix 
1339,    Roubaix 
1340,    Sint-Pieters-Woluwe 
1341,    Sint-Pieters-Woluwe 
1342,    Maastricht 
1343,    Charleville-Mézières 
1344,    Nancy 
1345,    Mulhouse 
1346,    Belfort 
1347,    Divonne-les-Bains 
1348,    Divonne-les-Bains 
1349,    Thonon-les-Bains 
1350,    Chamonix 
1351,    Briançon 
1352,    Digne 
1353,    Aubagne 
1354,    La Grande Motte 
1355,    Revel 
1356,    Revel 
1357,    Luchon 
1358,    Mourenx 
1359,    Bordeaux 
1360,    Brive-la-Gaillarde 
1361,    Clermont-Ferrand 
1362,    Montargis 
1363,    Créteil 
1364,    Roubaix 
1365,    Roubaix 
1366,    Roubaix 
1367,    Vittel 
1368,    Vittel 
1369,    Arlon 
1370,    Vorst 
1371,    Vorst 
1372,    Roubaix 
1373,    Rouen 
1374,    Bagnoles-de-l'Orne 
1375,    Dinard 
1376,    Lorient 
1377,    Nantes 
1378,    Royan 
1379,    Bordeaux 
1380,    Bayonne 
1381,    Pau 
1382,    Saint-Gaudens 
1383,    Seo de Urgel 
1384,    Font Romeu Ermitage 
1385,    Albi 
1386,    Aurillac 
1387,    Saint-Etienne 
1388,    Grenoble 
1389,    Sallanches 
1390,    Besançon 
1391,    Auxerre 
1392,    Melun 
1393,    Vittel 
1394,    Vittel 
1395,    Vittel 
1396,    Angers 
1397,    Angers 
1398,    Saint-Malo 
1399,    Caen 
1400,    Amiens 
1401,    Roubaix 
1402,    Jambes 
1403,    Jambles 
1404,    Metz 
1405,    Strasbourg 
1406,    Belfort 
1407,    Divonne 
1408,    Briançon 
1409,    Digne 
1410,    Marseille 
1411,    Carpentras 
1412,    Sète 
1413,    Toulouse 
1414,    Luchon 
1415,    Pau 
1416,    Bordeaux 
1417,    Limoges 
1418,    Clermont 
1419,    Fontainebleau 
1420,    Versailles 
1421,    Angers 
1422,    Angers 
1423,    Angers 
1424,    Nancy 
1425,    Charleville 
1426,    Doornik 
1427,    Doornik 
1428,    Dunkerque 
1429,    Dieppe 
1430,    Caen 
1431,    Angers 
1432,    Royan 
1433,    Bordeaux 
1434,    Bayonne 
1435,    Pau 
1436,    Luchon 
1437,    Revel 
1438,    Montpellier 
1439,    Vals-les-Bains 
1440,    Privas 
1441,    Le Bourg-d'Oisans 
1442,    Briançon 
1443,    Ivrea 
1444,    Chamonix 
1445,    Saint-Étienne 
1446,    Montluçon 
1447,    Orléans 
1448,    Rambouillet 
1449,    Nancy 
1450,    Nancy 
1451,    Nancy 
1452,    Köln 
1453,    Liège 
1454,    Liège 
1455,    Roubaix 
1456,    Caen 
1457,    Saint-Brieuc 
1458,    Châteaulin 
1459,    Quimper 
1460,    Pornichet 
1461,    La Rochelle 
1462,    Dax 
1463,    Bagnères-de-Bigorre 
1464,    Ax-les-Thermes 
1465,    Barcelona 
1466,    Perpignan 
1467,    Montpellier 
1468,    Carpentras 
1469,    Gap 
1470,    Briançon 
1471,    Aix-les-Bains 
1472,    Aix-les-Bains 
1473,    Lyon 
1474,    Auxerre 
1475,    Versailles 
1476,    Köln 
1477,
1478,
1479,    Rennes 
1480,    Lisieux 
1481,    Amiens 
1482,    Vorst 
1483,    Vorst 
1484,    Lunéville 
1485,    Freiburg im Breisgau 
1486,    Besançon 
1487,    Thonon-les-Bains 
1488,    Briançon 
1489,    Monaco 
1490,    Hyères 
1491,    Toulon 
1492,    Montpellier 
1493,    Perpignan 
1494,    Andorra 
1495,    Toulouse 
1496,    Luchon 
1497,    Peyrehorade 
1498,    Bayonne 
1499,    Bordeaux 
1500,    Brive-la-Gaillarde 
1501,    Clermont-Ferrand 
1502,    Orléans 
1503,    Versailles 
1504,
1505,
1506,
1507,    Paris 
1508,    Reims 
1509,    Jambes 
1510,    Jambes 
1511,    Roubaix 
1512,    Rouen 
1513,    Rennes 
1514,    Angers 
1515,    Angers 
1516,    Limoges 
1517,    Bordeaux 
1518,    Pau 
1519,    Bagnères-de-Bigorre 
1520,    Luchon 
1521,    Toulouse 
1522,    Aurillac 
1523,    Saint-Étienne 
1524,    Grenoble 
1525,    Val-d'Isere 
1526,    Chamonix 
1527,    Arbois 
1528,    Besançon 
1529,    Troyes 
1530,    Paris 
1531,    Paris 
1532,    Paris 
1533,    Nancy 
1534,    Spa 
1535,    Herentals 
1536,    Brussel/Bruxelles 
1537,    Amiens 
1538,    Pont-l'Eveque 
1539,    Dinard 
1540,    Quimper 
1541,    Saint-Nazaire 
1542,    Luçon 
1543,    La Rochelle 
1544,    Bordeaux 
1545,    Bayonne 
1546,    Pau 
1547,    Luchon 
1548,    Luchon 
1549,    Carcassonne 
1550,    Montpellier 
1551,    Aix-en-Provence 
1552,    Juan-les-Pins 
1553,    Briançon 
1554,    Bourgoin 
1555,    Lyon 
1556,    Nevers 
1557,    Nancy 
1558,    Nancy 
1559,    Nancy 
1560,    Rouen 
1561,    Versailles 
1562,    Pontoise 
1563,    Roubaix 
1564,    Charleroi 
1565,    Metz 
1566,    Strasbourg 
1567,    Belfort 
1568,    Chalon-sur-Saône 
1569,    Saint-Étienne 
1570,    Grenoble 
1571,    Torino 
1572,    Juan-les-Pins 
1573,    Aix-en-Provence 
1574,    Montpellier 
1575,    Perpignan 
1576,    Toulouse 
1577,    Luchon 
1578,    Pau 
1579,    Bergerac 
1580,    Périgueux 
1581,     
1582,    Rouen 
1583,    Rouen 
1584,    Rouen 
1585,    Lille 
1586,    Brussel/Bruxelles 
1587,    Brussel/Bruxelles 
1588,    Malo-les-Bains 
1589,    Dieppe 
1590,    Caen 
1591,    Saint-Malo 
1592,    Lorient 
1593,    Angers 
1594,    Limoges 
1595,    Mont-de-Marsan 
1596,    Pau 
1597,    Luchon 
1598,    Toulouse 
1599,    Millau 
1600,    Avignon 
1601,    Gap 
1602,    Briançon 
1603,    Aix-les-Bains 
1604,    Pontarlier 
1605,    Besançon 
1606,    Troyes 
1607,    Lille 
1608,    Lille 
1609,    Lille 
1610,    Mulhouse 
1611,    Metz 
1612,    Namur 
1613,    Roubaix 
1614,    Rouen 
1615,    Blain 
1616,    Nantes 
1617,    La Rochelle 
1618,    Bordeaux 
1619,    Bayonne 
1620,    Bagnères-de-Bigorre 
1621,    Saint-Gaudens 
1622,    Albi 
1623,    Aurillac 
1624,    Puy de Dôme 
1625,    Clermont-Ferrand 
1626,    Saint-Étienne 
1627,    Le Lautaret 
1628,
1629,    Annecy 
1630,    Seurre 
1631,    Dijon 
1632,    Mulhouse 
1633,    Mulhouse 
1634,    Mulhouse 
1635,    Brussel/Bruxelles 
1636,    Gent 
1637,    Dunkerque 
1638,    Le Tréport 
1639,    Versailles 
1640,    Caen 
1641,    Saint-Brieuc 
1642,    Châteaulin 
1643,    Quimper 
1644,    Saint-Nazaire 
1645,    Royan 
1646,    Bordeaux 
1647,    Dax 
1648,    Pau 
1649,    Luchon 
1650,    Toulouse 
1651,    Béziers 
1652,    Mont Ventoux 
1653,    Carpentras 
1654,    Gap 
1655,    Briançon 
1656,    Aix-les-Bains 
1657,    Besançon 
1658,    Dijon 
1659,
1660,
1661,
1662,    Nantes 
1663,    Granville 
1664,    Caen 
1665,    Caen 
1666,    Rouen 
1667,    Roubaix 
1668,    Charleroi 
1669,    Metz 
1670,    Colmar 
1671,    Besançon 
1672,    Thonon-les-Bains 
1673,    Briançon 
1674,    Cannes 
1675,    Marseille 
1676,    Alés 
1677,    Perpignan 
1678,    Montjuich 
1679,    Barcelona 
1680,    Ax-les-Thermes 
1681,    Saint-Gaudens 
1682,    Pau 
1683,    Bordeaux 
1684,    Libourne 
1685,    Tours 
1686,    Nantes 
1687,    Nantes 
1688,    Nantes 
1689,    Reims 
1690,    Liège 
1691,    Lille 
1692,    Rouen 
1693,    Rouen 
1694,    Caen 
1695,    Saint-Malo 
1696,    Lorient 
1697,    Angers 
1698,    La Rochelle 
1699,    Bordeaux 
1700,    Bayonne 
1701,    Pau 
1702,    Luchon 
1703,    Toulouse 
1704,    Montpellier 
1705,    Aix-en-Provence 
1706,    Gap 
1707,    Turin 
1708,    Grenoble 
1709,    Saint-Etienne 
1710,    Lyon 
1711,    Montluçon 
1712,    Reims 
1713,    Reims 
1714,    Reims 
1715,    Le Havre 
1716,    Dieppe 
1717,    Dieppe 
1718,    Roubaix 
1719,    Namur 
1720,    Metz 
1721,    Colmar 
1722,    Zürich 
1723,    Thonon-les-Bains 
1724,    Briançon 
1725,    Monaco 
1726,    Marseille 
1727,    Avignon 
1728,    Millau 
1729,    Albi 
1730,    Narbonne 
1731,    Ax-les-Thermes 
1732,    Toulouse 
1733,    Saint-Gaudens 
1734,    Pau 
1735,    Bordeaux 
1736,    Châtellerault 
1737,     
1738,    Le Havre 
1739,    Le Havre 
1740,    Le Havre 
1741,    Amsterdam 
1742,    Beveren-Waas 
1743,    Lille 
1744,    Rouen 
1745,    Rouen 
1746,    Caen 
1747,    Saint-Brieuc 
1748,    Brest 
1749,    Vannes 
1750,    Angers 
1751,    Bordeaux 
1752,    Bayonne 
1753,    Pau 
1754,    Luchon 
1755,    Toulouse 
1756,    Millau 
1757,    Le Puy 
1758,    Lyon 
1759,    Grenoble 
1760,    Briançon 
1761,    Aix-les-Bains 
1762,    Besançon 
1763,    Épinal 
1764,    Nancy 
1765,    Troyes 
1766,
1767,
1768,
1769,    Strasbourg 
1770,    Metz 
1771,    Liège 
1772,    Lille 
1773,    Dieppe 
1774,    Caen 
1775,    Le Mans 
1776,    Nantes 
1777,    Bordeaux 
1778,    Pau 
1779,    Cauterets 
1780,    Luchon 
1781,    Albi 
1782,    Béziers 
1783,    Nîmes 
1784,    Marseille 
1785,    Monaco 
1786,    Gap 
1787,    Briançon 
1788,    Lyon 
1789,    Saint-Étienne 
1790,    Montluçon 
1791,    Strasbourg 
1792,    Strasbourg 
1793,    Strasbourg 
1794,    Brest 
1795,    Rennes 
1796,    Le Mans 
1797,    Rouen 
1798,    Roubaix 
1799,    Namur 
1800,    Metz 
1801,    Nancy 
1802,    Mulhouse 
1803,    Lausanne 
1804,    Le Bourg-d'Oisans 
1805,    Sestrières 
1806,    Monaco 
1807,    Aix-en-Provence 
1808,    Avignon 
1809,    Perpignan 
1810,    Toulouse 
1811,    Bagnères-de-Bigorre 
1812,    Pau 
1813,    Bordeaux 
1814,    Limoges 
1815,    Clermont-Ferrand 
1816,    Vichy 
1817,    Brest 
1818,    Brest 
1819,    Metz 
1820,    Reims 
1821,    Gent 
1822,    Le Tréport 
1823,    Paris 
1824,    Caen 
1825,    La Guerche 
1826,    Angers 
1827,    Limoges 
1828,    Clermont-Ferrand 
1829,    Brive-la-Gaillarde 
1830,    Agen 
1831,    Dax 
1832,    Tarbes 
1833,    Luchon 
1834,    Carcassonne 
1835,    Montpellier 
1836,    Avignon 
1837,    Marseille 
1838,    Gap 
1839,    Briançon 
1840,    Aix-les-Bains 
1841,     
1842,    Dijon 
1843,    Metz 
1844,    Metz 
1845,    Paris 
1846,    Metz 
1847,    Liège 
1848,    Lille 
1849,    Rouen 
1850,    Dinard 
1851,    Saint-Brieuc 
1852,    Angers 
1853,    Niort 
1854,    Bordeaux 
1855,    Pau 
1856,    Saint-Gaudens 
1857,    Perpignan 
1858,    Nîmes 
1859,    Toulon 
1860,    Menton 
1861,    Nice 
1862,    Gap 
1863,    Briançon 
1864,    Saint-Étienne 
1865,    Lyon 
1866,    Dijon 
1867,    Paris 
1868,    Paris 
1869,    Paris 
1870,    Reims 
1871,    Brussel/Bruxelles 
1872,    Boulogne-sur-Mer 
1873,    Rouen 
1874,    Saint-Malo 
1875,    Les Sables-d'Olonne 
1876,    La Rochelle 
1877,    Bordeaux 
1878,    Donostia/San Sebastián 
1879,    Pau 
1880,    Luchon 
1881,    Toulouse 
1882,    Nîmes 
1883,    Marseille 
1884,    Cannes 
1885,    Briançon 
1886,
1887,    Lausanne 
1888,    Colmar 
1889,    Nancy 
1890,    Paris 
1891,    Paris 
1892,    Paris 
1893,    Trouville 
1894,    Dinard 
1895,    Nantes 
1896,    La Rochelle 
1897,    Bordeaux 
1898,    Biarritz 
1899,    Lourdes 
1900,    Toulouse 
1901,    Montpellier 
1902,    Marseille 
1903,
1904,    Cannes 
1905,    Briançon 
1906,    Aix-les-Bains 
1907,    Lausanne 
1908,    Mulhouse 
1909,    Strasbourg 
1910,    Metz 
1911,    Liège 
1912,    Roubaix 
1913,    Paris 
1914,    Paris 
1915,    Paris 
1916,    Lille 
1917,    Brussel/Bruxelles 
1918,    Luxembourg 
1919,    Strasbourg 
1920,    Besançon 
1921,    Lyon 
1922,    Grenoble 
1923,    Briançon 
1924,    Digne 
1925,    Nice 
1926,    Marseille 
1927,    Montpellier 
1928,    Carcassonne 
1929,    Luchon 
1930,    Pau 
1931,    Bordeaux 
1932,    Les Sables-d'Olonne 
1933,    Vannes 
1934,    Saint-Brieuc 
1935,    Caen 
1936,    Paris 
1937,    Paris 
1938,    Paris 
1939,    Caen 
1940,    Vire 
1941,    Rennes 
1942,    Brest 
1943,    Lorient 
1944,    Nantes 
1945,    La Rochelle 
1946,    Royan 
1947,    Bordeaux 
1948,    Salies-de-Béarn 
1949,    Pau 
1950,    Toulouse 
1951,    Narbonne 
1952,    Béziers 
1953,    Montpellier 
1954,    Marseille 
1955,    Saint-Raphaël 
1956,    Monaco 
1957,    Monaco 
1958,    Digne 
1959,    Briançon 
1960,    Bonneval-sur-Arc 
1961,    Bourg-Saint-Maurice 
1962,    Annecy 
1963,    Dole 
1964,    Dijon 
1965,    Troyes 
1966,    Paris 
1967,    Paris 
1968,    Paris 
1969,    Caen 
1970,    Saint-Brieuc 
1971,    La Roche-sur-Yon 
1972,    La Roche-sur-Yon 
1973,    La Rochelle 
1974,    Royan 
1975,    Bordeaux 
1976,    Arcachon 
1977,    Bayonne 
1978,    Pau 
1979,    Luchon 
1980,    Perpignan 
1981,    Narbonne 
1982,    Béziers 
1983,    Montpellier 
1984,    Marseille 
1985,    Cannes 
1986,    Digne 
1987,    Briançon 
1988,    Aix-les-Bains 
1989,    Besançon 
1990,    Belfort 
1991,    Strasbourg 
1992,    Metz 
1993,    Reims 
1994,    Laon 
1995,    Saint-Quentin 
1996,    Lille 
1997,
1998,
1999,    Paris 
2000,    Lille 
2001,    Charleville 
2002,    Metz 
2003,    Belfort 
2004,    Lons-le-Saunier 
2005,    Champagnole 
2006,    Genève 
2007,    Aix-les-Bains 
2008,    Grenoble 
2009,    Briançon 
2010,    Digne 
2011,    Nice 
2012,    Toulon 
2013,    Marseille 
2014,    Nîmes 
2015,    Montpellier 
2016,    Narbonne 
2017,    Perpignan 
2018,    Bourg-Madame 
2019,    Ax-les-Thermes 
2020,    Luchon 
2021,    Pau 
2022,    Bordeaux 
2023,    Royan 
2024,    Saintes 
2025,    La Rochelle 
2026,    La Roche-sur-Yon 
2027,    Rennes 
2028,    Vire 
2029,    Caen 
2030,
2031,
2032,    Paris 
2033,    Lille 
2034,    Charleville 
2035,    Metz 
2036,    Belfort 
2037,    Évian 
2038,    Aix-les-Bains 
2039,    Grenoble 
2040,    Briançon 
2041,    Digne 
2042,    Nice 
2043,    Cannes 
2044,    Marseille 
2045,    Nîmes 
2046,    Montpellier 
2047,    Narbonne 
2048,    Perpignan 
2049,    Luchon 
2050,    Pau 
2051,    Bordeaux 
2052,    Saintes 
2053,    La Rochelle 
2054,    La Roche-sur-Yon 
2055,    Cholet 
2056,    Angers 
2057,    Vire 
2058,    Caen 
2059,
2060,
2061,    Paris 
2062,    Lille 
2063,    Charleville 
2064,    Metz 
2065,    Belfort 
2066,    Genève 
2067,    Évian 
2068,    Aix-les-Bains 
2069,    Grenoble 
2070,    Gap 
2071,    Digne 
2072,    Nice 
2073,    Cannes 
2074,    Marseille 
2075,    Nîmes 
2076,
2077,    Narbonne 
2078,    Perpignan 
2079,    Luchon 
2080,    Pau 
2081,    Bordeaux 
2082,    Rochefort 
2083,    La Rochelle 
2084,    La Roche-sur-Yon 
2085,    Nantes 
2086,    Vire 
2087,    Caen 
2088,
2089,
2090,    Paris 
2091,    Lille 
2092,    Charleville 
2093,    Metz 
2094,    Belfort 
2095,    Évian 
2096,    Aix-les-Bains 
2097,    Grenoble 
2098,    Gap 
2099,    Digne 
2100,    Nice 
2101,    Cannes 
2102,    Marseille 
2103,    Montpellier 
2104,    Perpignan 
2105,    Ax-les-Thermes 
2106,    Luchon 
2107,    Tarbes 
2108,    Pau 
2109,    Bordeaux 
2110,    La Rochelle 
2111,    La Roche-sur-Yon 
2112,    Nantes 
2113,    Caen 
2114,
2115,
2116,    Paris 
2117,    Lille 
2118,    Charleville 
2119,    Metz 
2120,    Belfort 
2121,    Évian 
2122,    Aix-les-Bains 
2123,    Grenoble 
2124,    Gap 
2125,    Digne 
2126,    Nice 
2127,    Cannes 
2128,    Marseille 
2129,    Montpellier 
2130,    Perpignan 
2131,    Ax-les-Thermes 
2132,    Luchon 
2133,    Tarbes 
2134,    Pau 
2135,    Bordeaux 
2136,    La Rochelle 
2137,    Rennes 
2138,    Caen 
2139,
2140,
2141,    Paris 
2142,    Cannes 
2143,    Nantes 
2144,    Bordeaux 
2145,    Pau 
2146,    Luchon 
2147,    Perpignan 
2148,    Montpellier 
2149,    Marseille 
2150,    Cannes 
2151,    Nice 
2152,    Gap 
2153,    Grenoble 
2154,    Aix-les-Bains 
2155,    Évian 
2156,    Belfort 
2157,    Strasbourg 
2158,    Metz 
2159,    Charleville 
2160,    Malo-les-Bains 
2161,    Amiens 
2162,
2163,
2164,    Paris 
2165,    Caen 
2166,    Dinan 
2167,    Brest 
2168,    Vannes 
2169,    Les Sables-d'Olonne 
2170,    Bordeaux 
2171,    Bayonne 
2172,    Pau 
2173,    Luchon 
2174,    Perpignan 
2175,    Montpellier 
2176,    Marseille 
2177,    Cannes 
2178,    Nice 
2179,    Gap 
2180,    Grenoble 
2181,    Aix-les-Bains 
2182,    Évian 
2183,    Belfort 
2184,    Colmar 
2185,    Metz 
2186,    Charleville 
2187,    Malo-les-Bains 
2188,
2189,
2190,    Paris 
2191,    Caen 
2192,    Dinan 
2193,    Brest 
2194,    Vannes 
2195,    Les Sables-d'Olonne 
2196,    Bordeaux 
2197,    Hendaye 
2198,    Pau 
2199,    Luchon 
2200,    Perpignan 
2201,    Montpellier 
2202,    Marseille 
2203,    Cannes 
2204,    Nice 
2205,    Grenoble 
2206,    Évian 
2207,    Belfort 
2208,    Metz 
2209,    Charleville 
2210,    Malo-les-Bains 
2211,
2212,
2213,    Paris 
2214,    Caen 
2215,    Cherbourg 
2216,    Dinan 
2217,    Brest 
2218,    Vannes 
2219,    Les Sables-d'Olonne 
2220,    Bordeaux 
2221,    Bayonne 
2222,    Luchon 
2223,    Perpignan 
2224,    Marseille 
2225,    Cannes 
2226,    Nice 
2227,    Grenoble 
2228,    Évian 
2229,    Belfort 
2230,    Strasbourg 
2231,    Metz 
2232,    Charleville 
2233,    Malo-les-Bains 
2234,    Dieppe 
2235,
2236,
2237,    Paris 
2238,    Caen 
2239,    Cherbourg 
2240,    Dinan 
2241,    Brest 
2242,    Vannes 
2243,    Les Sables-d'Olonne 
2244,    Bordeaux 
2245,    Hendaye 
2246,    Luchon 
2247,    Perpignan 
2248,    Marseille 
2249,    Nice 
2250,    Grenoble 
2251,    Évian 
2252,    Pontarlier 
2253,    Belfort 
2254,    Strasbourg 
2255,    Metz 
2256,    Charleville 
2257,    Malo-les-Bains 
2258,    Dieppe 
2259,
2260,
2261,    Paris 
2262,    Dieppe 
2263,    Le Havre 
2264,    Caen 
2265,    Cherbourg 
2266,    Dinan 
2267,    Brest 
2268,    Vannes 
2269,    Les Sables-d'Olonne 
2270,    Bordeaux 
2271,    Bayonne 
2272,    Luchon 
2273,    Perpignan 
2274,    Marseille 
2275,    Toulon 
2276,    Nice 
2277,    Briançon 
2278,    Évian 
2279,    Pontailler 
2280,    Belfort 
2281,    Strasbourg 
2282,    Metz 
2283,    Charleville 
2284,    Dunkerque 
2285,
2286,
2287,    Évian 
2288,    Mulhouse 
2289,    Metz 
2290,    Dunkerque 
2291,    Le Havre 
2292,    Cherbourg 
2293,    Brest 
2294,    Les Sables-d'Olonne 
2295,    Bordeaux 
2296,    Bayonne 
2297,    Luchon 
2298,    Perpignan 
2299,    Toulon 
2300,    Nice 
2301,    Briançon 
2302,    Évian 
2303,    Dijon 
2304,
2305,
2306,    Paris 
2307,    Le Havre 
2308,    Cherbourg 
2309,    Brest 
2310,    Vannes 
2311,    Les Sables-d'Olonne 
2312,    Bordeaux 
2313,    Bayonne 
2314,    Luchon 
2315,    Perpignan 
2316,    Nîmes 
2317,    Toulon 
2318,    Nice 
2319,    Briançon 
2320,    Évian 
2321,    Mulhouse 
2322,    Metz 
2323,    Dunkerque 
2324,
2325,    Paris 
2326,    Paris 
2327,    Le Havre 
2328,    Cherbourg 
2329,    Brest 
2330,    Les Sables-d'Olonne 
2331,    Bayonne 
2332,    Luchon 
2333,    Perpignan 
2334,    Toulon 
2335,    Nice 
2336,    Briançon 
2337,    Gex 
2338,    Strasbourg 
2339,    Metz 
2340,    Dunkerque 
2341,    Paris 
2342,
2343,    Paris 
2344,    Le Havre 
2345,    Cherbourg 
2346,    Brest 
2347,    Les Sables-d'Olonne 
2348,    Bayonne 
2349,    Luchon 
2350,    Perpignan 
2351,    Toulon 
2352,    Nice 
2353,    Briançon 
2354,    Genève 
2355,    Strasbourg 
2356,    Metz 
2357,    Dunkerque 
2358,
2359,    Paris 
2360,    Paris 
2361,    Le Havre 
2362,    Cherbourg 
2363,    Brest 
2364,    Les Sables-d'Olonne 
2365,    Bayonne 
2366,    Luchon 
2367,    Perpignan 
2368,    Toulon 
2369,    Nice 
2370,    Briançon 
2371,    Genève 
2372,    Strasbourg 
2373,    Metz 
2374,    Dunkerque 
2375,    Paris 
2376,
2377,    Paris 
2378,    Le Havre 
2379,    Cherbourg 
2380,    Brest 
2381,    Les Sables-d'Olonne 
2382,    Bayonne 
2383,    Luchon 
2384,    Perpignan 
2385,    Toulon 
2386,    Nice 
2387,    Grenoble 
2388,    Genève 
2389,    Strasbourg 
2390,    Metz 
2391,    Dunkerque 
2392,
2393,    Paris 
2394,    Paris 
2395,    Le Havre 
2396,    Cherbourg 
2397,    Brest 
2398,    Les Sables-d'Olonne 
2399,    Bayonne 
2400,    Luchon 
2401,    Perpignan 
2402,    Aix-en-Provence 
2403,    Nice 
2404,    Grenoble 
2405,    Gex 
2406,    Strasbourg 
2407,    Metz 
2408,    Dunkerque 
2409,    Paris 
2410,
2411,    Paris 
2412,    Le Havre 
2413,    Cherbourg 
2414,    Brest 
2415,    Les Sables-d'Olonne 
2416,    Bayonne 
2417,    Luchon 
2418,    Perpignan 
2419,    Marseille 
2420,    Nice 
2421,    Grenoble 
2422,    Genève 
2423,    Strasbourg 
2424,    Metz 
2425,    Dunkerque 
2426,    Paris 
2427,
2428,    Paris 
2429,    Le Havre 
2430,    Cherbourg 
2431,    Brest 
2432,    La Rochelle 
2433,    Bayonne 
2434,    Luchon 
2435,    Perpignan 
2436,    Marseille 
2437,    Nice 
2438,    Grenoble 
2439,    Genève 
2440,    Belfort 
2441,    Longwy 
2442,    Dunkerque 
2443,    Paris 
2444,
2445,    Paris 
2446,    Le Havre 
2447,    Cherbourg 
2448,    Brest 
2449,    La Rochelle 
2450,    Bayonne 
2451,    Luchon 
2452,    Perpignan 
2453,    Aix-en-Provence 
2454,    Nice 
2455,    Grenoble 
2456,    Genève 
2457,    Belfort 
2458,    Longwy 
2459,    Dunkerque 
2460,
2461,    Paris 
2462,    Paris 
2463,    Dunkerque 
2464,    Longwy 
2465,    Belfort 
2466,    Chamonix 
2467,    Grenoble 
2468,    Nice 
2469,    Marseille 
2470,    Perpignan 
2471,    Luchon 
2472,    Bayonne 
2473,    La Rochelle 
2474,    Brest 
2475,    Cherbourg 
2476,    Le Havre 
2477,
2478,    Paris 
2479,    Paris 
2480,    Dunkerque 
2481,    Longwy 
2482,    Belfort 
2483,    Chamonix 
2484,    Grenoble 
2485,    Nice 
2486,    Marseille 
2487,    Perpignan 
2488,    Luchon 
2489,    Bayonne 
2490,    La Rochelle 
2491,    Brest 
2492,    Cherbourg 
2493,    Le Havre 
2494,    Paris 
2495,
2496,    Paris 
2497,    Roubaix 
2498,    Metz 
2499,    Belfort 
2500,    Lyon 
2501,    Grenoble 
2502,    Nice 
2503,    Nîmes 
2504,    Perpignan 
2505,    Luchon 
2506,    Bayonne 
2507,    Bordeaux 
2508,    Nantes 
2509,    Brest 
2510,    Caen 
2511,    Paris 
2512,
2513,    Paris 
2514,    Roubaix 
2515,    Metz 
2516,    Belfort 
2517,    Lyon 
2518,    Grenoble 
2519,    Nice 
2520,    Nîmes 
2521,    Toulouse 
2522,    Bayonne 
2523,    Bordeaux 
2524,    Nantes 
2525,    Brest 
2526,    Caen 
2527,
2528,    Paris 
2529,    Paris 
2530,    Roubaix 
2531,    Metz 
2532,    Belfort 
2533,    Lyon 
2534,    Grenoble 
2535,    Nice 
2536,    Nîmes 
2537,    Toulouse 
2538,    Bayonne 
2539,    Bordeaux 
2540,    Nantes 
2541,    Brest 
2542,    Caen 
2543,
2544,    Paris 
2545,    Paris 
2546,    Roubaix 
2547,    Metz 
2548,    Belfort 
2549,    Lyon 
2550,    Grenoble 
2551,    Nice 
2552,    Nîmes 
2553,    Toulouse 
2554,    Bayonne 
2555,    Bordeaux 
2556,    Nantes 
2557,    Brest 
2558,    Caen 
2559,
2560,    Paris 
2561,    Paris 
2562,    Douai 
2563,    Nancy 
2564,    Dijon 
2565,    Grenoble 
2566,    Nice 
2567,    Marseille 
2568,    Toulouse 
2569,    Bayonne 
2570,    Bordeaux 
2571,    Nantes 
2572,    Brest 
2573,    Caen 
2574,    Paris 
2575,
2576,    Paris 
2577,    Nancy 
2578,    Besançon 
2579,    Grenoble 
2580,    Toulon 
2581,    Nîmes 
2582,    Toulouse 
2583,    Bordeaux 
2584,    La Rochelle 
2585,    Rennes 
2586,    Caen 
2587,
2588,    Paris 
2589,    Montgeron 
2590,    Lyon 
2591,    Marseille 
2592,    Toulouse 
2593,    Bordeaux 
2594,    Nantes 
2595,    Montgeron 
2596,    Paris 
2597,    Lyon 
2598,    Marseille 
2599,    Toulouse 
2600,    Bordeaux 
2601,    Nantes 
2602,
