0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,Name:,David,Family name:,Etxebarria Alkorta,Nationality:,Spain ,Gender:, ,Age:,46  years,,,,
,Name:,Salvatore,Family name:,Commesso,Nationality:,Italy ,Gender:, ,Age:,44  years,,,,
,Name:,Dmitri,Family name:,Konychev,Nationality:,Russia ,Gender:, ,Age:,53  years,,,,
,Name:,Fernando,Family name:,Escartín Coti,Nationality:,Spain ,Gender:, ,Age:,51  years,,,,
,Name:,David,Family name:,Etxebarria Alkorta,Nationality:,Spain ,Gender:, ,Age:,46  years,,,,
,Name:,Tom,Family name:,Steels,Nationality:,Belgium ,Gender:, ,Age:,47  years,,,,
,Name:,Giampaolo,Family name:,Mondini,Nationality:,Italy ,Gender:, ,Age:,47  years,,,,
,Name:,Lance,Family name:,Armstrong,Nationality:,United States of America ,Gender:, ,Age:,47  years,,,,
,Name:,Robbie,Family name:,McEwen,Nationality:,Australia ,Gender:, ,Age:,47  years,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,,
,Name:,Richard,Family name:,Virenque,Nationality:,France ,Gender:, ,Age:,49  years,,,,
,Name:,Lance,Family name:,Armstrong,Nationality:,United States of America ,Gender:, ,Age:,47  years,,,,
,Name:,Chris,Family name:,Boardman,Nationality:,Great Britain ,Gender:, ,Age:,50  years,,,,
,Name:,Tom,Family name:,Steels,Nationality:,Belgium ,Gender:, ,Age:,47  years,,,,
,Name:,Ján,Family name:,Svorada,Nationality:,Czech Republic ,,   TCH from 28-08-1968 until 31-12-1992,   SVK from 01-01-1993 until 31-12-1995,Gender:, ,Age:,50  years,
,Name:,Jens,Family name:,Heppner,Nationality:,Germany ,,   GDR from 23-12-1965 until 02-10-1990,Gender:, ,Age:,54  years,,
,Name:,Jeroen,Family name:,Blijlevens,Nationality:,The Netherlands ,Gender:, ,Age:,47  years,,,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,,,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,,,,
,Name:,Jacky,Family name:,Durand,Nationality:,France ,Gender:, ,Age:,52  years,,,,
,Name:,Leon,Family name:,Van Bon,Nationality:,The Netherlands ,Gender:, ,Age:,47  years,,,,
,Name:,Rodolfo,Family name:,Massi,Nationality:,Italy ,Gender:, ,Age:,53  years,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,,,
,Name:,Tom,Family name:,Steels,Nationality:,Belgium ,Gender:, ,Age:,47  years,,,,
,Name:,Daniele,Family name:,Nardello,Nationality:,Italy ,Gender:, ,Age:,47  years,,,,
,Name:,Stuart,Family name:,O'Grady,Nationality:,Australia ,Gender:, ,Age:,46  years,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,,,,
,Name:,X,Family name:,X,Nationality:,Unknown ,Gender:, ,,,,,,
,Name:,Tom,Family name:,Steels,Nationality:,Belgium ,Gender:, ,Age:,47  years,,,,
,Name:,Magnus,Family name:,Bäckstedt,Nationality:,Sweden ,Gender:, ,Age:,44  years,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,,,,
,Name:,Tom,Family name:,Steels,Nationality:,Belgium ,Gender:, ,Age:,47  years,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,,
,Name:,Christophe,Family name:,Rinero,Nationality:,France ,Gender:, ,Age:,45  years,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,,,,
,Name:,Chris,Family name:,Boardman,Nationality:,Great Britain ,Gender:, ,Age:,50  years,,,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,,,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,,
,Name:,Nicola,Family name:,Minali,Nationality:,Italy ,Gender:, ,Age:,49  years,,,,
,Name:,Cédric,Family name:,Vasseur,Nationality:,France ,Gender:, ,Age:,49  years,,,,
,Name:,Jeroen,Family name:,Blijlevens,Nationality:,The Netherlands ,Gender:, ,Age:,47  years,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,,
,Name:,Laurent,Family name:,Brochard,Nationality:,France ,Gender:, ,Age:,51  years,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,,,,
,Name:,Laurent,Family name:,Desbiens,Nationality:,France ,Gender:, ,Age:,49  years,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,,,
,Name:,Richard,Family name:,Virenque,Nationality:,France ,Gender:, ,Age:,49  years,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,,,
,Name:,Christophe,Family name:,Mengin,Nationality:,France ,Gender:, ,Age:,50  years,,,,
,Name:,Neil,Family name:,Stephens,Nationality:,Australia ,Gender:, ,Age:,55  years,,,,
,Name:,Didier,Family name:,Rous,Nationality:,France ,Gender:, ,Age:,48  years,,,,
,Name:,Mario,Family name:,Traversoni,Nationality:,Italy ,Gender:, ,Age:,47  years,,,,
,Name:,Abraham,Family name:,Olano Manzano,Nationality:,Spain ,Gender:, ,Age:,49  years,,,,
,Name:,Nicola,Family name:,Minali,Nationality:,Italy ,Gender:, ,Age:,49  years,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,,
,Name:,Richard,Family name:,Virenque,Nationality:,France ,Gender:, ,Age:,49  years,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,,,,
,Name:,Alex,Family name:,Zülle,Nationality:,Switzerland ,Gender:, ,Age:,51  years,,,,
,Name:,Frédéric,Family name:,Moncassin,Nationality:,France ,Gender:, ,Age:,50  years,,,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,,
,Name:,Cyril,Family name:,Saugrain,Nationality:,France ,Gender:, ,Age:,46  years,,,,
,Name:,Jeroen,Family name:,Blijlevens,Nationality:,The Netherlands ,Gender:, ,Age:,47  years,,,,
,Name:,Michael,Family name:,Boogerd,Nationality:,The Netherlands ,Gender:, ,Age:,47  years,,,,
,Name:,Luc,Family name:,Leblanc,Nationality:,France ,Gender:, ,Age:,53  years,,,,
,Name:,Evgueni,Family name:,Berzin,Nationality:,Russia ,,   URS from 03-06-1970 until 24-12-1991,Gender:, ,Age:,49  years,,
,Name:,Bjarne,Family name:,Lykkegård Riis,Nationality:,Denmark ,Gender:, ,Age:,55  years,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,,
,Name:,José Jaime,Family name:,González Pico,Nationality:,Colombia ,Gender:, ,Age:,51  years,,,,
,Name:,Pascal,Family name:,Richard,Nationality:,Switzerland ,Gender:, ,Age:,55  years,,,,
,Name:,Rolf,Family name:,Sørensen,Nationality:,Denmark ,Gender:, ,Age:,54  years,,,,
,Name:,Djamolidine,Family name:,Abduzhaparov,Nationality:,Uzbekistan ,,   URS from 01-12-1963 until 17-10-1991,Gender:, ,Age:,55  years,,
,Name:,Massimo,Family name:,Podenzana,Nationality:,Italy ,Gender:, ,Age:,58  years,,,,
,Name:,Bjarne,Family name:,Lykkegård Riis,Nationality:,Denmark ,Gender:, ,Age:,55  years,,,,
,Name:,Laurent,Family name:,Dufaux,Nationality:,Switzerland ,Gender:, ,Age:,50  years,,,,
,Name:,Bart,Family name:,Voskamp,Nationality:,The Netherlands ,Gender:, ,Age:,51  years,,,,
,Name:,Frédéric,Family name:,Moncassin,Nationality:,France ,Gender:, ,Age:,50  years,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,,,,
,Name:,Fabio,Family name:,Baldato,Nationality:,Italy ,Gender:, ,Age:,51  years,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,,
,Name:,Bjarne,Family name:,Lykkegård Riis,Nationality:,Denmark ,Gender:, ,Age:,55  years,,,,
,Name:,Richard,Family name:,Virenque,Nationality:,France ,Gender:, ,Age:,49  years,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,,,,
,Name:,Jacky,Family name:,Durand,Nationality:,France ,Gender:, ,Age:,52  years,,,,
,Name:,Fabio,Family name:,Baldato,Nationality:,Italy ,Gender:, ,Age:,51  years,,,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,,,,
,Name:,Evgueni,Family name:,Berzin,Nationality:,Russia ,,   URS from 03-06-1970 until 24-12-1991,Gender:, ,Age:,49  years,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,,,,
,Name:,Jeroen,Family name:,Blijlevens,Nationality:,The Netherlands ,Gender:, ,Age:,47  years,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,,
,Name:,Johan,Family name:,Bruyneel,Nationality:,Belgium ,Gender:, ,Age:,55  years,,,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Alex,Family name:,Zülle,Nationality:,Switzerland ,Gender:, ,Age:,51  years,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,,,
,Name:,Maximilian,Family name:,Sciandri,Nationality:,Great Britain ,,   ITA from 15-02-1967 until 31-12-1994,Gender:, ,Age:,52  years,,
,Name:,Laurent,Family name:,Jalabert,Nationality:,France ,Gender:, ,Age:,50  years,,,,
,Name:,Serguei,Family name:,Outschakov,Nationality:,Ukraine ,,   URS from 11-05-1968 until 24-12-1991,Gender:, ,Age:,51  years,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,,,
,Name:,Richard,Family name:,Virenque,Nationality:,France ,Gender:, ,Age:,49  years,,,,
,Name:,,Family name:,,Nationality:, ,Gender:, ,Age:, years,Date of birth:,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,,
,Name:,Lance,Family name:,Armstrong,Nationality:,United States of America ,Gender:, ,Age:,47  years,,,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Djamolidine,Family name:,Abduzhaparov,Nationality:,Uzbekistan ,,   URS from 01-12-1963 until 17-10-1991,Gender:, ,Age:,55  years,,
,Name:,Richard,Family name:,Virenque,Nationality:,France ,Gender:, ,Age:,49  years,,,,
,Name:,Laurent,Family name:,Jalabert,Nationality:,France ,Gender:, ,Age:,50  years,,,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,,,
,Name:,Chris,Family name:,Boardman,Nationality:,Great Britain ,Gender:, ,Age:,50  years,,,,
,Name:,Djamolidine,Family name:,Abduzhaparov,Nationality:,Uzbekistan ,,   URS from 01-12-1963 until 17-10-1991,Gender:, ,Age:,55  years,,
,Name:,Jean-Paul,Family name:,Van Poppel,Nationality:,The Netherlands ,Gender:, ,Age:,56  years,,,,
,Name:,Johan,Family name:,Museeuw,Nationality:,Belgium ,Gender:, ,Age:,53  years,,,,
,Name:,Francisco,Family name:,Cabello Luque,Nationality:,Spain ,Gender:, ,Age:,50  years,,,,
,Name:,Nicola,Family name:,Minali,Nationality:,Italy ,Gender:, ,Age:,49  years,,,,
,Name:,Gianluca,Family name:,Bortolami,Nationality:,Italy ,Gender:, ,Age:,50  years,,,,
,Name:,Ján,Family name:,Svorada,Nationality:,Czech Republic ,,   TCH from 28-08-1968 until 31-12-1992,   SVK from 01-01-1993 until 31-12-1995,Gender:, ,Age:,50  years,
,Name:,Bo,Family name:,Hamburger,Nationality:,Denmark ,Gender:, ,Age:,49  years,,,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Jacky,Family name:,Durand,Nationality:,France ,Gender:, ,Age:,52  years,,,,
,Name:,Luc,Family name:,Leblanc,Nationality:,France ,Gender:, ,Age:,53  years,,,,
,Name:,Richard,Family name:,Virenque,Nationality:,France ,Gender:, ,Age:,49  years,,,,
,Name:,Bjarne,Family name:,Lykkegård Riis,Nationality:,Denmark ,Gender:, ,Age:,55  years,,,,
,Name:,Rolf,Family name:,Sørensen,Nationality:,Denmark ,Gender:, ,Age:,54  years,,,,
,Name:,Eros,Family name:,Poli,Nationality:,Italy ,Gender:, ,Age:,56  years,,,,
,Name:,Roberto,Family name:,Conti,Nationality:,Italy ,Gender:, ,Age:,54  years,,,,
,Name:,Nelson,Family name:,Rodríguez Serna,Nationality:,Colombia ,Gender:, ,Age:,53  years,,,,
,Name:,Piotr,Family name:,Ugrumov,Nationality:,Latvia ,,   URS from 21-01-1961 until 05-09-1991,Gender:, ,Age:,58  years,,
,Name:,Piotr,Family name:,Ugrumov,Nationality:,Latvia ,,   URS from 21-01-1961 until 05-09-1991,Gender:, ,Age:,58  years,,
,Name:,Djamolidine,Family name:,Abduzhaparov,Nationality:,Uzbekistan ,,   URS from 01-12-1963 until 17-10-1991,Gender:, ,Age:,55  years,,
,Name:,Eddy,Family name:,Seigneur,Nationality:,France ,Gender:, ,Age:,50  years,,,,
,Name:,Richard,Family name:,Virenque,Nationality:,France ,Gender:, ,Age:,49  years,,,,
,Name:,Djamolidine,Family name:,Abduzhaparov,Nationality:,Uzbekistan ,,   URS from 01-12-1963 until 17-10-1991,Gender:, ,Age:,55  years,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,,,,
,Name:,Wilfried,Family name:,Nelissen,Nationality:,Belgium ,Gender:, ,Age:,49  years,,,,
,Name:,Djamolidine,Family name:,Abduzhaparov,Nationality:,Uzbekistan ,,   URS from 01-12-1963 until 17-10-1991,Gender:, ,Age:,55  years,,
,Name:,Franco,Family name:,Ballerini,Nationality:,Italy ,Gender:, ,Age:,45 years,Date of birth:,,,
,Name:,Jesper,Family name:,Skibby,Nationality:,Denmark ,Gender:, ,Age:,55  years,,,,
,Name:,Johan,Family name:,Bruyneel,Nationality:,Belgium ,Gender:, ,Age:,55  years,,,,
,Name:,Bjarne,Family name:,Lykkegård Riis,Nationality:,Denmark ,Gender:, ,Age:,55  years,,,,
,Name:,Lance,Family name:,Armstrong,Nationality:,United States of America ,Gender:, ,Age:,47  years,,,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Toni,Family name:,Rominger,Nationality:,Switzerland ,Gender:, ,Age:,58  years,,,,
,Name:,Toni,Family name:,Rominger,Nationality:,Switzerland ,Gender:, ,Age:,58  years,,,,
,Name:,Fabio,Family name:,Roscioli,Nationality:,Italy ,Gender:, ,Age:,54  years,,,,
,Name:,Olaf,Family name:,Ludwig,Nationality:,Germany ,,   GDR from 13-04-1960 until 02-10-1990,Gender:, ,Age:,59  years,,
,Name:,Pascal,Family name:,Lino,Nationality:,France ,Gender:, ,Age:,53  years,,,,
,Name:,Oliviero,Family name:,Rincón Quintana,Nationality:,Colombia ,Gender:, ,Age:,51  years,,,,
,Name:,Zenon,Family name:,Jaskuła,Nationality:,Poland ,Gender:, ,Age:,57  years,,,,
,Name:,Claudio,Family name:,Chiappucci,Nationality:,Italy ,Gender:, ,Age:,56  years,,,,
,Name:,Djamolidine,Family name:,Abduzhaparov,Nationality:,Uzbekistan ,,   URS from 01-12-1963 until 17-10-1991,Gender:, ,Age:,55  years,,
,Name:,Toni,Family name:,Rominger,Nationality:,Switzerland ,Gender:, ,Age:,58  years,,,,
,Name:,Djamolidine,Family name:,Abduzhaparov,Nationality:,Uzbekistan ,,   URS from 01-12-1963 until 17-10-1991,Gender:, ,Age:,55  years,,
,Name:,Toni,Family name:,Rominger,Nationality:,Switzerland ,Gender:, ,Age:,58  years,,,,
,Name:,Djamolidine,Family name:,Abduzhaparov,Nationality:,Uzbekistan ,,   URS from 01-12-1963 until 17-10-1991,Gender:, ,Age:,55  years,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Antonio,Family name:,Martín Velasco,Nationality:,Spain ,Gender:, ,Age:,23 years,Date of birth:,,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Dominique,Family name:,Arnould,Nationality:,France ,Gender:, ,Age:,52  years,,,,
,Name:,Javier,Family name:,Murguialday Chasco,Nationality:,Spain ,Gender:, ,Age:,57  years,,,,
,Name:,Rob,Family name:,Harmeling,Nationality:,The Netherlands ,Gender:, ,Age:,54  years,,,,
,Name:,,Family name:,,Nationality:, ,Gender:, ,Age:, years,Date of birth:,,,
,Name:,Guido,Family name:,Bontempi,Nationality:,Italy ,Gender:, ,Age:,59  years,,,,
,Name:,Laurent,Family name:,Jalabert,Nationality:,France ,Gender:, ,Age:,50  years,,,,
,Name:,Gilles,Family name:,Delion,Nationality:,France ,Gender:, ,Age:,53  years,,,,
,Name:,Jan,Family name:,Nevens,Nationality:,Belgium ,Gender:, ,Age:,60  years,,,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Jean-Paul,Family name:,Van Poppel,Nationality:,The Netherlands ,Gender:, ,Age:,56  years,,,,
,Name:,Laurent,Family name:,Fignon,Nationality:,France ,Gender:, ,Age:,50 years,Date of birth:,,,
,Name:,Rolf,Family name:,Järmann,Nationality:,Switzerland ,Gender:, ,Age:,53  years,,,,
,Name:,Claudio,Family name:,Chiappucci,Nationality:,Italy ,Gender:, ,Age:,56  years,,,,
,Name:,Andrew,Family name:,Hampsten,Nationality:,United States of America ,Gender:, ,Age:,57  years,,,,
,Name:,Franco,Family name:,Chioccioli,Nationality:,Italy ,Gender:, ,Age:,60  years,,,,
,Name:,Stephen,Family name:,Roche,Nationality:,Ireland ,Gender:, ,Age:,59  years,,,,
,Name:,Jean-Claude,Family name:,Colotti,Nationality:,France ,Gender:, ,Age:,52  years,,,,
,Name:,Thierry,Family name:,Marie,Nationality:,France ,Gender:, ,Age:,56  years,,,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Peter,Family name:,De Clercq,Nationality:,Belgium ,Gender:, ,Age:,53  years,,,,
,Name:,Olaf,Family name:,Ludwig,Nationality:,Germany ,,   GDR from 13-04-1960 until 02-10-1990,Gender:, ,Age:,59  years,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Claudio,Family name:,Chiappucci,Nationality:,Italy ,Gender:, ,Age:,56  years,,,,
,Name:,Laurent,Family name:,Jalabert,Nationality:,France ,Gender:, ,Age:,50  years,,,,
,Name:,Eddy,Family name:,Bouwmans,Nationality:,The Netherlands ,Gender:, ,Age:,51  years,,,,
,Name:,Thierry,Family name:,Marie,Nationality:,France ,Gender:, ,Age:,56  years,,,,
,Name:,Djamolidine,Family name:,Abduzhaparov,Nationality:,Uzbekistan ,,   URS from 01-12-1963 until 17-10-1991,Gender:, ,Age:,55  years,,
,Name:,Moreno,Family name:,Argentin,Nationality:,Italy ,Gender:, ,Age:,58  years,,,,
,Name:,Etienne,Family name:,De Wilde,Nationality:,Belgium ,Gender:, ,Age:,61  years,,,,
,Name:,Djamolidine,Family name:,Abduzhaparov,Nationality:,Uzbekistan ,,   URS from 01-12-1963 until 17-10-1991,Gender:, ,Age:,55  years,,
,Name:,Jelle,Family name:,Nijdam,Nationality:,The Netherlands ,Gender:, ,Age:,56  years,,,,
,Name:,Thierry,Family name:,Marie,Nationality:,France ,Gender:, ,Age:,56  years,,,,
,Name:,Jean-Paul,Family name:,Van Poppel,Nationality:,The Netherlands ,Gender:, ,Age:,56  years,,,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Mauro,Family name:,Ribeiro,Nationality:,Brazil ,Gender:, ,Age:,55  years,,,,
,Name:,Phil,Family name:,Anderson,Nationality:,Australia ,Gender:, ,Age:,61  years,,,,
,Name:,Charly,Family name:,Mottet,Nationality:,France ,Gender:, ,Age:,56  years,,,,
,Name:,Charly,Family name:,Mottet,Nationality:,France ,Gender:, ,Age:,56  years,,,,
,Name:,Claudio,Family name:,Chiappucci,Nationality:,Italy ,Gender:, ,Age:,56  years,,,,
,Name:,Bruno,Family name:,Cenghialta,Nationality:,Italy ,Gender:, ,Age:,56  years,,,,
,Name:,Moreno,Family name:,Argentin,Nationality:,Italy ,Gender:, ,Age:,58  years,,,,
,Name:,Marco,Family name:,Lietti,Nationality:,Italy ,Gender:, ,Age:,54  years,,,,
,Name:,Gianni,Family name:,Bugno,Nationality:,Italy ,Gender:, ,Age:,55  years,,,,
,Name:,Thierry,Family name:,Claveyrolat,Nationality:,France ,Gender:, ,Age:,40 years,Date of birth:,,,
,Name:,Dmitri,Family name:,Konychev,Nationality:,Russia ,Gender:, ,Age:,53  years,,,,
,Name:,Viatcheslav,Family name:,Ekimov,Nationality:,Russia ,,   URS from 04-02-1966 until 24-12-1991,Gender:, ,Age:,53  years,,
,Name:,Viatcheslav,Family name:,Ekimov,Nationality:,Russia ,,   URS from 04-02-1966 until 24-12-1991,Gender:, ,Age:,53  years,,
,Name:,Dmitri,Family name:,Konychev,Nationality:,Russia ,Gender:, ,Age:,53  years,,,,
,Name:,Claudio,Family name:,Chiappucci,Nationality:,Italy ,Gender:, ,Age:,56  years,,,,
,Name:,Djamolidine,Family name:,Abduzhaparov,Nationality:,Uzbekistan ,,   URS from 01-12-1963 until 17-10-1991,Gender:, ,Age:,55  years,,
,Name:,Álvaro,Family name:,Mejia Castrillón,Nationality:,Colombia ,Gender:, ,Age:,52  years,,,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Thierry,Family name:,Marie,Nationality:,France ,Gender:, ,Age:,56  years,,,,
,Name:,Frans,Family name:,Maassen,Nationality:,The Netherlands ,Gender:, ,Age:,54  years,,,,
,Name:,,Family name:,,Nationality:, ,Gender:, ,Age:, years,Date of birth:,,,
,Name:,Moreno,Family name:,Argentin,Nationality:,Italy ,Gender:, ,Age:,58  years,,,,
,Name:,Johan,Family name:,Museeuw,Nationality:,Belgium ,Gender:, ,Age:,53  years,,,,
,Name:,Gerrit,Family name:,Solleveld,Nationality:,The Netherlands ,Gender:, ,Age:,58  years,,,,
,Name:,Jelle,Family name:,Nijdam,Nationality:,The Netherlands ,Gender:, ,Age:,56  years,,,,
,Name:,Raúl,Family name:,Alcalá Gallegos,Nationality:,Mexico ,Gender:, ,Age:,55  years,,,,
,Name:,Olaf,Family name:,Ludwig,Nationality:,Germany ,,   GDR from 13-04-1960 until 02-10-1990,Gender:, ,Age:,59  years,,
,Name:,Massimo,Family name:,Ghirotto,Nationality:,Italy ,Gender:, ,Age:,58  years,,,,
,Name:,Thierry,Family name:,Claveyrolat,Nationality:,France ,Gender:, ,Age:,40 years,Date of birth:,,,
,Name:,Gianni,Family name:,Bugno,Nationality:,Italy ,Gender:, ,Age:,55  years,,,,
,Name:,Erik,Family name:,Breukink,Nationality:,The Netherlands ,Gender:, ,Age:,55  years,,,,
,Name:,Eduardo,Family name:,Chozas Olmo,Nationality:,Spain ,Gender:, ,Age:,59  years,,,,
,Name:,Marino,Family name:,Lejarreta Arrizabalaga,Nationality:,Spain ,Gender:, ,Age:,62  years,,,,
,Name:,Charly,Family name:,Mottet,Nationality:,France ,Gender:, ,Age:,56  years,,,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,,,,
,Name:,Dmitri,Family name:,Konychev,Nationality:,Russia ,Gender:, ,Age:,53  years,,,,
,Name:,Gianni,Family name:,Bugno,Nationality:,Italy ,Gender:, ,Age:,55  years,,,,
,Name:,Guido,Family name:,Bontempi,Nationality:,Italy ,Gender:, ,Age:,59  years,,,,
,Name:,Erik,Family name:,Breukink,Nationality:,The Netherlands ,Gender:, ,Age:,55  years,,,,
,Name:,Johan,Family name:,Museeuw,Nationality:,Belgium ,Gender:, ,Age:,53  years,,,,
,Name:,Olaf,Family name:,Ludwig,Nationality:,Germany ,,   GDR from 13-04-1960 until 02-10-1990,Gender:, ,Age:,59  years,,
,Name:,Thierry,Family name:,Claveyrolat,Nationality:,France ,Gender:, ,Age:,40 years,Date of birth:,,,
,Name:,Gilles,Family name:,Delion,Nationality:,France ,Gender:, ,Age:,53  years,,,,
,Name:,Greg,Family name:,LeMond,Nationality:,United States of America ,Gender:, ,Age:,58  years,,,,
,Name:,Erik,Family name:,Breukink,Nationality:,The Netherlands ,Gender:, ,Age:,55  years,,,,
,Name:,Acácio,Family name:,Mora Da Silva,Nationality:,Portugal ,Gender:, ,Age:,58  years,,,,
,Name:,Laurent,Family name:,Fignon,Nationality:,France ,Gender:, ,Age:,50 years,Date of birth:,,,
,Name:,Raúl,Family name:,Alcalá Gallegos,Nationality:,Mexico ,Gender:, ,Age:,55  years,,,,
,Name:,Jelle,Family name:,Nijdam,Nationality:,The Netherlands ,Gender:, ,Age:,56  years,,,,
,Name:,Greg,Family name:,LeMond,Nationality:,United States of America ,Gender:, ,Age:,58  years,,,,
,Name:,Joël,Family name:,Pelier,Nationality:,France ,Gender:, ,Age:,57  years,,,,
,Name:,Etienne,Family name:,De Wilde,Nationality:,Belgium ,Gender:, ,Age:,61  years,,,,
